mDw_1,mDw_2,mUp_1,mUp_2,mPing_1,mPing_2
5.32546296296296,2.90202959623337,5.32546296296296,0.426781416289012,5.32546296296296,139.622
5.40652777777778,4.71510724687576,5.40652777777778,0.683069452571869,5.40652777777778,130.601
5.51416666666667,2.92646331485113,5.51416666666667,0.438157560189565,5.51416666666667,319.532333333333
5.58888888888889,4.66851802968979,5.58888888888889,0.576872798728943,5.58888888888889,121.9175
5.66555555555556,4.58051288318634,5.66555555555556,0.687063590621948,5.66555555555556,173.423
5.73231481481481,2.95313947038651,5.73231481481481,0.451896622816722,5.73231481481481,710.009666666667
5.82486111111111,4.73569970607758,5.82486111111111,0.562512153196335,5.82486111111111,163.7725
5.92666666666667,3.09949057168961,5.92666666666667,0.387913727474213,5.92666666666667,759.632666666667
6.00819444444444,4.64781979084015,6.00819444444444,0.599701697063446,6.00819444444444,126.6565
6.11152777777778,2.4567611199379,6.11152777777778,0.490201458883285,6.11152777777778,261.323
6.14722222222222,2.52689218459129,6.14722222222222,0.465527251148224,6.14722222222222,121.8625
6.21722222222222,4.04211024284363,6.21722222222222,0.62264243812561,6.21722222222222,176.665
6.31916666666667,3.15622087836266,6.31916666666667,0.538456079030037,6.31916666666667,739.4185
6.4,4.64372341251373,6.4,0.559534146118164,6.4,124.75
6.509375,2.85021800129414,6.509375,0.469182282090187,6.509375,653.82575
6.58277777777778,4.43116332435608,6.58277777777778,0.600403813552856,6.58277777777778,143.541
6.66972222222222,2.89122150659561,6.66972222222222,0.514318170595169,6.66972222222222,133.9135
6.755,4.18075072542826,6.755,0.447960900783539,6.755,169.760666666667
6.8587962962963,1.39198978169759,6.8587962962963,0.449955998484294,6.8587962962963,669.618333333333
6.92138888888889,4.08906979036331,6.92138888888889,0.704765864229202,6.92138888888889,225.0865
6.97361111111111,4.40811823272705,6.97361111111111,0.344617513942719,6.97361111111111,126.172
7.05930555555556,1.67266798813343,7.05930555555556,0.39422407374382,7.05930555555556,496.92
7.14652777777778,2.37995611619949,7.14652777777778,0.529886489677429,7.14652777777778,159.281
7.24722222222222,2.91698070070744,7.24722222222222,0.50099512553215,7.24722222222222,431.93175
7.33111111111111,3.38134209871292,7.33111111111111,0.516247076034546,7.33111111111111,158.513
7.43566666666667,3.10726722642899,7.43566666666667,0.509209734153748,7.43566666666667,244.9442
7.5175,4.03136478567123,7.5175,0.476977771711349,7.5175,149.876
7.60819444444444,1.84728385210037,7.60819444444444,0.501528361272812,7.60819444444444,226.322
7.64298611111111,3.65452370834351,7.64298611111111,0.490019292712212,7.64298611111111,143.17525
7.75791666666667,1.43287545742989,7.75791666666667,0.418202624797821,7.75791666666667,152.459
7.81988888888889,2.43386790122986,7.81988888888889,0.536592622566223,7.81988888888889,220.3478
7.92638888888889,0.0726504064750671,7.92638888888889,0.115281871509552,7.92638888888889,1273.78
7.99027777777778,2.09030118215561,7.99027777777778,0.538587104415894,7.99027777777778,613.402
8.08611111111111,1.00777119040489,8.08611111111111,0.482257910251617,8.08611111111111,172.022
8.17544444444444,1.95358517208099,8.17544444444444,0.601119241542816,8.17544444444444,272.9212
8.24,0.554829701042175,8.24,0.490623442077637,8.24,194.425
8.36238888888889,1.90298259990692,8.36238888888889,0.502063901977539,8.36238888888889,441.5428
8.425,0.689788435268402,8.425,0.547307662296295,8.425,206.439
8.51388888888889,1.36104479138056,8.51388888888889,0.502004409122467,8.51388888888889,915.829
8.5775,1.38372774019241,8.5775,0.494091772866249,8.5775,343.6655
8.64666666666667,1.29036343002319,8.64666666666667,0.502751634883881,8.64666666666667,163.441
8.73988888888889,2.10658812713623,8.73988888888889,0.583097732830048,8.73988888888889,238.0396
8.8175,1.05441175079346,8.8175,0.502529813241959,8.8175,201.983
8.91347222222222,2.18037473800182,8.91347222222222,0.624879103183746,8.91347222222222,353.58425
8.99185185185185,1.05733607708613,8.99185185185185,0.460752515061696,8.99185185185185,268.053333333333
9.09796296296296,1.84481110871633,9.09796296296296,0.575033440939585,9.09796296296296,223.819666666667
9.18833333333333,0.862277288103104,9.18833333333333,0.573509987020492,9.18833333333333,404.4325
9.28194444444444,2.25846440219879,9.28194444444444,0.557586402670542,9.28194444444444,219.851666666667
9.37416666666667,0.532805629348755,9.37416666666667,0.464044753265381,9.37416666666667,716.663
9.42347222222222,2.41660297870636,9.42347222222222,0.604749952793121,9.42347222222222,516.0065
9.4837962962963,1.29470009276072,9.4837962962963,0.611155777963002,9.4837962962963,214.640666666667
9.57041666666667,0.850053143787384,9.57041666666667,0.47623620839119,9.57041666666667,406.949
9.66284722222222,1.68357910897732,9.66284722222222,0.499399276280403,9.66284722222222,228.294
9.76305555555555,0.694921860313416,9.76305555555555,0.351102676105499,9.76305555555555,424.498
9.83648148148148,1.93455570478439,9.83648148148148,0.522134249464671,9.83648148148148,336.981666666667
9.90685185185185,0.987560215759277,9.90685185185185,0.43475545241038,9.90685185185185,409.556666666667
10.0210185185185,2.75150177097321,10.0210185185185,0.563441880098979,10.0210185185185,221.057666666667
10.0787962962963,0.82012027575175,10.0787962962963,0.446427622000376,10.0787962962963,259.471333333333
10.1817592592593,2.2218952843984,10.1817592592593,0.473548494434357,10.1817592592593,526.917666666667
10.2436111111111,1.02348263810476,10.2436111111111,0.461319873523712,10.2436111111111,220.956666666667
10.3219444444444,0.795153280258179,10.3219444444444,0.503240902519226,10.3219444444444,649.1245
10.4125,1.45127811433792,10.4125,0.472112836894989,10.4125,338.4464
10.4769444444444,1.10404347038269,10.4769444444444,0.578362658023834,10.4769444444444,187.717
10.5862777777778,1.29524363527298,10.5862777777778,0.483882661247253,10.5862777777778,441.3854
10.6522222222222,1.41796961741447,10.6522222222222,0.411768246078491,10.6522222222222,170.0825
10.7568518518519,1.93419750766754,10.7568518518519,0.500802193768819,10.7568518518519,255.275333333333
10.8163194444444,1.08221226611137,10.8163194444444,0.66618370347023,10.8163194444444,216.67
10.9422222222222,1.15386433175405,10.9422222222222,0.518806750774384,10.9422222222222,248.962666666667
11.0098148148148,1.25329956763585,11.0098148148148,0.563517794418335,11.0098148148148,280.483666666667
11.1176388888889,2.39347397708893,11.1176388888889,0.660123728609085,11.1176388888889,178.9585
11.1531944444444,1.16197007188797,11.1531944444444,0.483782063484192,11.1531944444444,291.8705
11.2155555555556,0.773083920145035,11.2155555555556,0.47130922036171,11.2155555555556,274.7065
11.32125,1.44668468327522,11.32125,0.492144332695007,11.32125,219.621
11.4189814814815,0.392305053265889,11.4189814814815,0.546698405043284,11.4189814814815,804.28
11.5078472222222,1.17265472457409,11.5078472222222,0.522448145675659,11.5078472222222,538.68575
11.5920833333333,0.924754770946503,11.5920833333333,0.567863558483124,11.5920833333333,194.9275
11.6713194444444,0.929111265659332,11.6713194444444,0.508823979282379,11.6713194444444,276.0245
11.7603703703704,0.696775036557515,11.7603703703704,0.489599268372854,11.7603703703704,386.157666666667
11.8591666666667,1.25324603573481,11.8591666666667,0.549423948129018,11.8591666666667,188.412
11.9008333333333,0.749110723352432,11.9008333333333,0.468983347463608,11.9008333333333,367.05
11.9952777777778,1.03455577023824,11.9952777777778,0.632246352100372,11.9952777777778,239.007
12.0728472222222,0.758258677911758,12.0728472222222,0.441899886822701,12.0728472222222,675.0725
12.1579166666667,0.491002328872681,12.1579166666667,0.645078495407104,12.1579166666667,246.5875
12.2516666666667,1.27936372203827,12.2516666666667,0.529693712272644,12.2516666666667,332.3454
12.3431944444444,0.500269065952301,12.3431944444444,0.544955539512634,12.3431944444444,315.6805
12.4302777777778,0.857821341729164,12.4302777777778,0.534463344621658,12.4302777777778,183.27
12.4956944444444,0.707102165079117,12.4956944444444,0.511990487241745,12.4956944444444,440.205
12.5788888888889,1.098118115743,12.5788888888889,0.66676777194341,12.5788888888889,270.964
12.6451851851852,0.640375246874491,12.6451851851852,0.444991595586141,12.6451851851852,417.599666666667
12.7576851851852,1.2978976568222,12.7576851851852,0.51205124502182,12.7576851851852,838.367666666667
12.8287037037037,0.520628098033269,12.8287037037037,0.342118413257599,12.8287037037037,444.621666666667
12.9144444444444,0.324771288347244,12.9144444444444,0.448360046768189,12.9144444444444,422.8145
12.9971111111111,0.942325662261963,12.9971111111111,0.490202233753204,12.9971111111111,454.3006
13.0991666666667,0.129017348861694,13.0991666666667,0.43303971529007,13.0991666666667,903.161
13.1685,0.790322773075104,13.1685,0.502932321968079,13.1685,513.4508
13.2530555555556,0.62247976193428,13.2530555555556,0.525887287139893,13.2530555555556,420.1765
13.3326851851852,1.14522603209813,13.3326851851852,0.429328308614095,13.3326851851852,529.999666666667
13.4044444444444,0.611862141904831,13.4044444444444,0.410278071069717,13.4044444444444,642.487
13.5086111111111,0.919084423923492,13.5086111111111,0.52995053401947,13.5086111111111,360.973
13.5968055555556,0.786126026391983,13.5968055555556,0.444500585508347,13.5968055555556,565.194
13.6918055555556,0.864079374408722,13.6918055555556,0.542547286963463,13.6918055555556,409.958
13.7475,1.46377806854248,13.7475,0.459056854534149,13.7475,406.191
13.8247222222222,0.118214053630829,13.8247222222222,0.468885365438461,13.8247222222222,878.182
13.8940740740741,2.0014739505132,13.8940740740741,0.426119038836161,13.8940740740741,367.900666666667
13.9847222222222,0.247368368498484,13.9847222222222,0.41467036301295,13.9847222222222,616.951666666667
14.0720138888889,1.11023763544559,14.0720138888889,0.443402410817146,14.0720138888889,250.45125
14.1734259259259,0.590455903434753,14.1734259259259,0.495555300966899,14.1734259259259,573.832666666667
14.2557407407407,1.20593652083079,14.2557407407407,0.55988721259435,14.2557407407407,558.367333333333
14.3330555555556,0.585889694476128,14.3330555555556,0.326410450458527,14.3330555555556,244.1535
14.4079861111111,0.662960434522629,14.4079861111111,0.449003651189804,14.4079861111111,573.16775
14.4970833333333,1.12724535508156,14.4970833333333,0.507335984611511,14.4970833333333,219.7235
14.5907638888889,0.374619522833824,14.5907638888889,0.409334297680855,14.5907638888889,303.38875
14.6477777777778,1.07258399391174,14.6477777777778,0.465623614883423,14.6477777777778,814.632
14.763,0.995141737340927,14.763,0.417498712215424,14.763,377.1424
14.8165277777778,0.859355436086655,14.8165277777778,0.653638974142075,14.8165277777778,490.155
14.934537037037,1.0187053185463,14.934537037037,0.601849583721161,14.934537037037,529.260666666667
15.0163194444444,0.485238818428516,15.0163194444444,0.366458311581612,15.0163194444444,847.79675
15.1011111111111,0.300999030971527,15.1011111111111,0.36540031003952,15.1011111111111,320.921
15.1590972222222,1.16842989785671,15.1590972222222,0.592809251022339,15.1590972222222,240.1625
15.2457407407407,0.534877713267008,15.2457407407407,0.447101460329692,15.2457407407407,367.983666666667
15.3297222222222,1.08487429176966,15.3297222222222,0.523334884929657,15.3297222222222,287.423
15.4138888888889,0.347299180088043,15.4138888888889,0.455416620318095,15.4138888888889,461.255666666667
15.4937037037037,0.888927569580078,15.4937037037037,0.58948435681661,15.4937037037037,440.280333333333
15.5785185185185,0.350991467221578,15.5785185185185,0.286873318236669,15.5785185185185,804.071
15.6665972222222,0.784067487096786,15.6665972222222,0.555323575901985,15.6665972222222,311.63775
15.7563888888889,0.764362502903938,15.7563888888889,0.392063217830658,15.7563888888889,1511.95
15.8188888888889,0.764956560103098,15.8188888888889,0.530754846159617,15.8188888888889,229.256333333333
15.9191666666667,1.33871022373835,15.9191666666667,0.561782251389821,15.9191666666667,191.268
16.0074074074074,0.656607849025726,16.0074074074074,0.472047370910645,16.0074074074074,313.844333333333
16.0638888888889,0.651334045219421,16.0638888888889,0.458298141956329,16.0638888888889,323.523
16.1564583333333,0.879691091036797,16.1564583333333,0.50424179983139,16.1564583333333,326.38
16.2163888888889,1.11102460193634,16.2163888888889,0.454576120758057,16.2163888888889,241.464
16.3260185185185,0.98804014819781,16.3260185185185,0.446066806284587,16.3260185185185,477.753666666667
16.3961111111111,0.374180982208252,16.3961111111111,0.344643574810028,16.3961111111111,728.275
16.507037037037,0.645949622440338,16.507037037037,0.440507220490774,16.507037037037,539.543666666667
16.5782407407407,0.893351105435689,16.5782407407407,0.535827715651194,16.5782407407407,265.791333333333
16.6949074074074,0.661417787011464,16.6949074074074,0.468547739028931,16.6949074074074,311.942333333333
16.7681481481481,1.38869004939397,16.7681481481481,0.546887671279907,16.7681481481481,367.427666666667
16.9060555555556,0.714098598537445,16.9060555555556,0.55672091545105,16.9060555555556,217.2982
16.9761111111111,1.47126588535309,16.9761111111111,0.497605218887329,16.9761111111111,536.767
17.0685185185185,1.12666028954188,17.0685185185185,0.498150620619456,17.0685185185185,277.052
17.1396296296296,0.703778638839722,17.1396296296296,0.567748302141825,17.1396296296296,177.435333333333
17.2543518518519,0.870211102930705,17.2543518518519,0.542428336079915,17.2543518518519,227.190666666667
17.3248148148148,0.779213457806905,17.3248148148148,0.653869936275482,17.3248148148148,281.730333333333
17.4418518518519,0.640183969116211,17.4418518518519,0.466665555222829,17.4418518518519,661.032
17.5147222222222,0.51904416624705,17.5147222222222,0.497291302808126,17.5147222222222,493.015333333333
17.6186111111111,0.940144740629196,17.6186111111111,0.534047006702423,17.6186111111111,169.6985
17.6626388888889,0.458517894744873,17.6626388888889,0.547940502977371,17.6626388888889,234.697
17.71875,0.189660537405014,17.71875,0.362282464885712,17.71875,550.019
17.8488888888889,1.39012169837952,17.8488888888889,0.532726818275452,17.8488888888889,196.128
17.8990277777778,0.346905456514359,17.8990277777778,0.431855362582207,17.8990277777778,376.03425
18.0316666666667,1.9273148651123,18.0316666666667,0.720296796131134,18.0316666666667,163.147
18.0902777777778,0.714647122894923,18.0902777777778,0.499056171894073,18.0902777777778,466.391
18.2537962962963,0.866881985123952,18.2537962962963,0.549838878186544,18.2537962962963,395.706333333333
18.3497222222222,0.0290323816204071,18.3497222222222,0.129693755536079,18.3497222222222,1388.6255
18.4227777777778,0.844496719026566,18.4227777777778,0.479582007741928,18.4227777777778,240.5255
18.5022222222222,0.542714735174179,18.5022222222222,0.382850663375854,18.5022222222222,285.754
18.5733333333333,0.478576351547241,18.5733333333333,0.492668435144424,18.5733333333333,676.188
18.6468055555556,0.27108289680481,18.6468055555556,0.434084578514099,18.6468055555556,303.192
18.7630555555556,0.613961735773087,18.7630555555556,0.534715885925293,18.7630555555556,457.892
18.8161111111111,0.796797303009033,18.8161111111111,0.654882018470764,18.8161111111111,172.506
18.9366666666667,0.45023641910553,18.9366666666667,0.503988950443268,18.9366666666667,298.733
18.9829166666667,0.78771109828949,18.9829166666667,0.422658387422562,18.9829166666667,257.0825
19.1587037037037,0.545734740575155,19.1587037037037,0.498330173873901,19.1587037037037,675.827666666667
19.3331944444444,0.477135453462601,19.3331944444444,0.55225973277092,19.3331944444444,445.4725
19.3794444444444,0.362082542133331,19.3794444444444,0.53630362405777,19.3794444444444,261.63
19.5101851851852,0.851444887002309,19.5101851851852,0.540969584274292,19.5101851851852,337.297666666667
19.5688888888889,0.203494862556458,19.5688888888889,0.435079516124725,19.5688888888889,261.371
19.6915277777778,1.29332273664474,19.6915277777778,0.588591875743866,19.6915277777778,501.2445
19.7338888888889,0.593327859115601,19.7338888888889,0.57128770108223,19.7338888888889,358.3635
19.8625,0.903274322891235,19.8625,0.735308461284637,19.8625,197.708
19.9194444444444,0.668294804859161,19.9194444444444,0.464438273715973,19.9194444444444,1173.27833333333
20.0981944444444,0.870183914899826,20.0981944444444,0.501543412542343,20.0981944444444,364.224
20.1275,0.475295869731903,20.1275,0.740186742305756,20.1275,196.895
20.2577777777778,1.08403141307831,20.2577777777778,0.527430445194244,20.2577777777778,258.256
20.3214814814815,0.534221791235606,20.3214814814815,0.611627788257599,20.3214814814815,347.402666666667
20.4433333333333,0.909058808708191,20.4433333333333,0.407349243736267,20.4433333333333,163.39
20.5096296296296,0.387124263540904,20.5096296296296,0.569270579528809,20.5096296296296,444.724
20.680462962963,0.624174829069773,20.680462962963,0.514339938990275,20.680462962963,347.985666666667
20.8476388888889,0.525111452627182,20.8476388888889,0.384190474843979,20.8476388888889,811.5885
20.8916666666667,0.598082300424576,20.8916666666667,0.453261654615402,20.8916666666667,203.652
21.0105555555556,0.882957621479034,21.0105555555556,0.508768367195129,21.0105555555556,170.167
21.0732407407407,0.542441913509369,21.0732407407407,0.421179113705953,21.0732407407407,287.933
21.1986111111111,0.651763636112213,21.1986111111111,0.345222068786621,21.1986111111111,677.624
21.2605555555556,0.464072082519531,21.2605555555556,0.5227908563296,21.2605555555556,277.597666666667
21.4219444444444,0.69937641359965,21.4219444444444,0.52178645435969,21.4219444444444,389.672
21.4619444444444,0.429015878009796,21.4619444444444,0.497571584033966,21.4619444444444,267.896
21.5725,1.21812735462189,21.5725,0.410599712181091,21.5725,284.369
21.6393518518519,0.372923664061228,21.6393518518519,0.512966363811493,21.6393518518519,604.175
21.7594444444444,0.407739504528046,21.7594444444444,0.416810704040527,21.7594444444444,348.562
21.8368518518519,0.272218289651871,21.8368518518519,0.369686731182734,21.8368518518519,759.423333333333
21.9494444444444,0.71172880191803,21.9494444444444,0.37715404920578,21.9494444444444,648.749
22.0259259259259,0.430248075294495,22.0259259259259,0.43345012811025,22.0259259259259,234.821333333333
22.1692592592593,0.997772080389659,22.1692592592593,0.571997645378113,22.1692592592593,410.231333333333
22.2363888888889,0.508424319477081,22.2363888888889,0.446040518665314,22.2363888888889,168.909
22.3354166666667,1.38344206047058,22.3354166666667,0.524131648492813,22.3354166666667,357.5855
22.417962962963,0.377224471851985,22.417962962963,0.445611773904165,22.417962962963,880.683333333333
22.5216666666667,2.5289989027977,22.5216666666667,0.581888744211197,22.5216666666667,206.432
22.5875,0.896301293420792,22.5875,0.466290747213364,22.5875,295.279
22.6731944444444,1.49690723986626,22.6731944444444,0.389402251672745,22.6731944444444,282.8785
22.7562037037037,1.07169303483963,22.7562037037037,0.480367249902089,22.7562037037037,269.469666666667
22.9119444444444,1.63231776040395,22.9119444444444,0.51991563577652,22.9119444444444,204.359333333333
22.9730555555556,0.654669585227966,22.9730555555556,0.436362572097778,22.9730555555556,639.3655
23.0745833333333,2.77799698781967,23.0745833333333,0.563429279994965,23.0745833333333,208.459
23.1548148148148,0.672735791683197,23.1548148148148,0.388333133792877,23.1548148148148,170.005333333333
23.2581944444444,1.84346994972229,23.2581944444444,0.617668882894516,23.2581944444444,253.0825
23.3434259259259,0.737492347494761,23.3434259259259,0.533541682910919,23.3434259259259,257.992666666667
23.4423611111111,2.76165494918823,23.4423611111111,0.501398503875732,23.4423611111111,267.451
23.5254166666667,0.553147280359268,23.5254166666667,0.499764166879654,23.5254166666667,481.4015
23.59125,0.941070756483078,23.59125,0.462984832191467,23.59125,643.5855
23.6316666666667,3.98785471916199,23.6316666666667,0.573044013977051,23.6316666666667,127.471
23.7247222222222,0.800598974196116,23.7247222222222,0.452551108551025,23.7247222222222,404.638666666667
23.8105555555556,2.44028542804718,23.8105555555556,0.598655396270752,23.8105555555556,250.1405
23.9179861111111,1.37147242484093,23.9179861111111,0.537381286096573,23.9179861111111,227.73375
23.9945833333333,2.93207266521454,23.9945833333333,0.612372394037247,23.9945833333333,311.374
